csfgID,ra,dec,X0,Y0,PA,ell,n,I_e,r_e,z,R_e_kpc,logMstars
22,249.634373157196,41.902003622921,121.2543,118.1815,3.35211,0.153146,0.849382,19.7011,0.0066026267911296,0.03190364,0.867341044783145,9.354
30,184.09603379649,1.27664588036736,120.1466,119.978,71.6529,0.458543,1.45841,4.8101,0.010933761917231999,0.05010607,2.2078715496734684,9.21
37,181.048937042241,3.59279192228433,118.988,120.139,48.9007,0.508415,1.09039,4.08948,0.010104776519375998,0.08931253,3.4747552446485463,
47,131.003090362143,1.67132935381267,119.8324,120.6049,67.9355,0.172632,1.62265,8.62001,0.010768176604415999,0.02813238,1.2528720220736012,9.626
61,223.371317417405,0.307166532061612,119.4403,121.424,4.36113,0.138942,0.822024,4.25028,0.009620808034992,0.04237309,1.6584643005603135,9.055
74,16.5345022226557,0.728746978549761,119.9091,120.9779,71.9764,0.524064,0.981367,4.24593,0.012070460700143998,0.05013026,2.4385143633979705,9.172
78,3.07428652881754,-0.102967655332057,120.2035,119.9872,15.6228,0.268267,1.34013,37.6074,0.006519141820329599,0.04051938,1.077187683545232,9.848
83,157.493607912096,4.55357875421903,119.8959,120.5152,-20.4031,0.159953,1.03588,3.65518,0.008709233602607998,0.1109333,3.6288892780265267,
143,172.607283378706,-0.837372362520733,119.6033,120.3626,49.4642,0.22315,0.882179,18.6044,0.0052093644394176,0.07589214,1.5461635113301657,9.488
168,200.234987347148,-0.962811455214617,120.0845,120.5923,-35.0,0.0266684,0.999311,9.31873,0.0055887201467328,0.1155739,2.413464973224357,10.125
201,148.188100804729,0.751631418526323,119.6975,120.0446,-16.4148,0.209926,1.49563,7.01271,0.008516525855376,0.02616739,0.9238989613215095,8.777
280,337.350879140936,-1.0049328524865,119.6291,119.7839,-22.7348,0.441637,0.900101,4.50038,0.009957435727008,0.05791625,2.303519076091046,9.4
495,168.433445879798,4.24059319171366,119.7804,119.6807,-28.0399,0.283008,0.95113,8.04389,0.0064686435940896,0.02350991,0.6326098644852447,8.396
550,38.127035119896,0.161174666617638,116.6102,124.7541,38.9559,0.676185,0.628112,7.29315,0.011640899982096,0.078132,3.5481420739122913,9.75
609,182.687625928824,3.11779532084973,120.0397,120.5586,-13.1173,0.133921,1.02571,6.12821,0.0068367186492528,0.1645133,3.9785108108756946,10.298
693,149.119123064838,2.85614422251627,119.1482,119.8489,-15.2723,0.0526019,1.38949,8.75577,0.004771601832043199,0.09253904,1.6938223152555547,9.724
730,169.110256096962,-0.0385154439642627,120.7916,120.0234,33.8549,0.214705,0.839329,6.32638,0.0075569618183136,0.0725622,2.15265315281631,9.657
793,250.647992914842,42.3971563051339,119.3576,120.1072,11.377,0.232469,1.07846,14.441,0.0041538130481232,0.1510806,2.2530543486049552,9.655
816,349.193131228015,-0.731606330083544,119.7771,119.9152,-6.56841,0.0773275,1.37294,13.5849,0.004221773886792,0.0429423,0.7370077569603011,9.242
894,216.810632392269,0.990291373438402,119.2317,119.8949,-28.7951,9.52454E-8,1.06232,27.1291,0.0051926104311312,0.05238415,1.093322419962145,9.911
916,3.64249635685555,-0.252845933748797,119.6907,119.929,-76.915,0.62126,0.691367,8.31389,0.009687758909135999,0.06470297,2.483573675058874,9.786
993,18.006471435239,-0.114147101912775,120.0798,120.5139,33.1287,3.60153E-8,1.138,2.76407,0.008955860423664,0.06786286,2.3989987669835657,9.485
1037,183.477717307265,1.85047849402077,119.7192,119.9358,-5.8292,1.56061E-9,1.01951,19.5866,0.0048487989591888,0.07077407,1.3499568361351129,10.004
1086,150.464109671817,3.72608937407602,120.4887,120.1439,-34.9994,0.490118,1.27314,6.23562,0.00859039987344,0.1379486,4.317788813550648,10.429
1096,3.31989244955622,-0.522855296350691,119.5767,120.6123,-23.0668,0.0,1.04976,4.57986,0.0073733356069296,0.06501682,1.8986930520232381,9.528
1125,209.767511737301,0.232420196704911,120.408,120.3232,-56.8072,0.414964,0.730226,13.2084,0.009198007563359999,0.03376773,1.2761645266441717,8.89
1151,337.923571029505,0.740947306895922,120.1356,119.8553,18.206,0.269573,1.37496,7.05303,0.006371858042088,0.1171513,2.7843423769947804,10.113
1169,30.6683252817633,0.536823211043795,120.2291,120.8216,43.9428,0.0,1.46373,8.61873,0.005612568341318401,0.04323799,0.9861826139922177,
1258,185.977190627414,0.830530173612417,119.5651,119.6367,95.6236,1.32505E-8,1.52025,7.55351,0.007519593130896001,0.02422025,0.7569097684085117,8.94
1297,234.618278410468,42.2139650811214,120.4498,119.9291,-69.9968,6.66522E-6,0.795659,8.3512,0.0062306829202463995,0.06280006,1.5539283494119518,9.549
1314,218.968090058217,-1.27526903332851,119.1909,120.9269,35.2062,0.507856,1.09725,6.81612,0.010439286543840002,0.05583258,2.3335374417368504,9.585
1414,231.540148319224,43.0217781958536,118.7605,121.3655,106.451,0.478617,1.11,3.14808,0.012099375007103999,0.02800873,1.4017777526882211,8.629
1631,33.2015192978684,-0.888798838120903,119.7182,119.7879,41.1467,0.309435,1.25729,11.7987,0.0061713475044144,0.04159562,1.045352164748748,8.962
1635,193.245947102564,2.55297741355802,122.6248,121.1045,-34.767,0.353979,0.975205,5.7387,0.010959418274112,0.06906338,2.983407460588701,9.541
1687,9.65711148524557,0.765812058836728,120.3715,119.8766,-10.4212,0.17186,1.29505,6.74766,0.006986967162067199,0.04107117,1.1693745681342709,9.175
1695,233.600089173859,43.5886244375828,120.9246,119.2165,39.4664,0.256892,1.18806,6.30042,0.009354796410959999,0.02944634,1.1374769539537615,8.569
1719,170.896672800913,-1.22699600533504,119.0793,121.4842,17.5319,0.376499,0.801938,4.65002,0.010580437231055999,0.04797774,2.0509382423500533,9.141
1742,16.5198135394246,0.247816900667189,120.6848,119.8732,-1.44858,0.678006,0.407581,7.01253,0.011717869052736,0.06588759,3.0546606428573795,9.698
1767,150.551636926454,0.980092328882799,120.2605,121.398,37.756,0.0,0.621511,7.7711,0.006284154025934401,0.1333117,3.0680682503553154,10.126
1832,39.252517735858,-0.5037763511054,120.2435,120.3403,47.6315,0.199373,1.06626,9.94808,0.005127524733408,0.07182824,1.4470569931857482,9.742
1854,132.342436644595,1.40128387715025,119.5612,119.5578,51.4102,0.22447,1.60656,3.70695,0.009348036164544,0.03444238,1.3218888966478022,8.976
1895,222.866101869282,0.00115981326886886,119.1362,120.3839,70.926,0.379709,0.741587,18.317,0.007128745004673601,0.04260311,1.2351856125486276,9.366
1928,135.786605431304,3.72207232102739,120.6005,119.8047,41.8819,0.108176,0.81625,8.30125,0.0079110276881328,0.02408244,0.7919208695958354,8.797
2012,191.391243689101,4.04110710800924,115.962,120.2082,107.246,0.466942,0.655785,4.25209,0.011045020912464001,0.07690106,3.318034847984099,9.451
2032,186.044714545784,3.25655754242024,120.4716,120.3417,136.16,1.04343E-7,1.09061,7.49426,0.006775257420993599,0.02543448,0.7150695436384641,8.653
2119,34.1319169665784,-1.02457338840756,119.2937,121.0494,5.86566,0.019561,1.52174,5.33335,0.0067071336848208,0.1667966,3.9471996496074198,10.206
2223,215.872446390762,-0.377678924066482,119.2549,120.7012,80.9672,0.397487,0.845548,10.4891,0.0077979768203568,0.03182963,1.0220765077568734,8.789
2237,187.004721438381,0.312259417932891,119.3874,120.0234,150.379,3.51877E-7,1.13211,7.52822,0.0062956871692176,0.1166661,2.7411344949437004,10.05
2317,7.29111441836727,-0.111600217672004,120.3018,119.4382,37.9253,0.499835,0.905259,7.47752,0.008206287559008001,0.06831597,2.2117063351171025,9.488
2326,240.601709625857,44.5210541256053,119.0403,120.6313,34.1195,0.0980955,0.62158,8.86718,0.007161422243976,0.06442133,1.8285481607615872,9.561
2379,133.562873904476,4.42576182986015,119.178,119.7385,-56.39,0.280865,1.3323,3.51288,0.009276768506544,0.07055501,2.575410400795814,9.325
2384,193.139092757077,0.921870738430865,119.8925,119.6926,-27.145,0.247746,1.75118,4.84429,0.00912307471152,0.04673638,1.7252582921254762,9.552
2396,342.337869013547,-0.78649997338109,119.5842,119.5417,-38.6531,0.199422,1.25459,11.9064,0.004970239048420801,0.1069677,2.006006326077729,9.778
2461,1.49244440411269,0.483362870625254,118.8519,120.9636,-64.449,3.49724E-9,1.10203,4.67386,0.006518180725056001,0.06134673,1.590858886562294,9.592
2557,142.111518995997,3.62091635296246,119.88,119.9017,-61.0668,0.164492,0.925073,7.11316,0.007473004444752,0.05670223,1.694835327812457,9.292
2609,241.502604639625,42.5961052681001,119.293,120.3117,34.1118,0.213972,0.771931,8.22565,0.007044461836103999,0.06009018,1.6867320109568402,9.371
2626,8.09275329457199,1.01138638520104,120.7016,120.4766,-33.5196,0.359905,0.644127,7.43357,0.007735530062198399,0.08177172,2.4572291858325044,9.696
2691,171.406335124208,-1.06682006060463,120.8818,121.4769,15.1522,0.0279146,0.758008,8.4085,0.0062898798732,0.1585774,3.5516963027092814,10.171
2783,143.021102477648,2.38541045472498,119.6813,120.6563,-69.2294,5.69486E-7,0.73928,8.74853,0.0060459490058352,0.09232673,2.1417831802160614,9.92
2880,181.271413446174,2.72482587857944,119.8649,120.4167,118.886,0.424724,1.13935,5.2839,0.009192061804464,0.07616583,2.7372428141712066,9.597
2896,133.081833869795,1.59712745866941,119.9334,120.3455,-69.866,0.0,0.518714,7.57165,0.0074172446291328,0.04497204,1.3526287481406176,9.273
2914,191.100114234813,0.756146541377977,119.5573,120.828,32.8833,0.182605,0.934728,5.19379,0.008936149825680001,0.0826461,2.865945258565534,9.806
2958,355.614200221209,0.632666987837752,120.2094,120.4785,-59.3835,0.26058,2.25711,7.53318,0.009643858031808,0.05960794,2.2918494244947327,9.655
2999,212.551214838242,-0.873587925425286,120.1431,120.1606,85.5781,0.0860425,1.67231,11.5943,0.0042206417491392,0.02532009,0.44351258738043653,8.692
3127,355.30752547156,-0.537564529749704,119.3342,120.4165,-26.1088,0.438826,1.24144,5.77604,0.008668509226608,0.06347927,2.1834884935088827,9.627
3297,182.896982443976,-0.699585577669479,120.9357,120.7184,103.472,0.324134,1.23193,26.2108,0.004647954481632,0.0351093,0.6694860521042622,9.069
3340,161.716079064267,1.91087205687097,119.6839,120.273,-34.554,0.350969,1.04542,3.58412,0.010490436360095999,0.1021254,4.065245238908289,9.839
3361,345.684660500987,-0.659586190456938,121.4526,119.872,49.7037,0.197544,1.17077,6.84634,0.0076819286385071996,0.05462272,1.682263018531569,9.522
3389,178.789460167629,-1.54458334078632,120.0333,119.3922,68.6161,0.361555,0.794967,3.64119,0.009801705713183999,0.07744715,2.9636304735202783,
3478,16.2582665910756,0.118503319841776,120.551,120.429,-69.3564,6.63015E-8,1.03377,8.07673,0.005304700203633599,0.04808712,1.0304857692276586,
3511,161.278692231663,3.82605000408796,120.316,120.8493,78.6716,0.0,1.41469,5.56023,0.006557862557030401,0.08229219,2.0950810766527486,9.732
3568,131.837450227137,5.51801195721844,119.9647,119.7995,36.7117,0.125122,1.22142,16.2354,0.0048089216502096,0.06347388,1.211212016162902,
3610,243.264659194939,41.8962044055123,119.0612,120.5514,-18.6372,0.168944,1.04452,6.21693,0.008781152850624,0.02405908,0.8781972371881737,8.726
3668,187.864002430733,-0.337008435766276,119.4096,120.1787,33.0805,0.079168,0.96843,7.8746,0.0061049504817839995,0.03147073,0.7914773739126341,8.89
3691,146.302304534622,3.2591429443289,119.7384,120.6281,19.9822,0.116268,1.12572,7.03531,0.0058187151326304,0.07253306,1.6568912206015243,
3937,152.717349049447,3.76499331108507,119.4124,119.8772,41.9309,0.124536,1.9638,7.86718,0.011606854403760001,0.02800287,1.3444447534813087,9.332
3960,343.800136598287,-0.410161730080775,118.9467,120.9113,7.58749,0.34559,1.18917,5.00818,0.0072163757169504015,0.1394932,3.6616071001988164,10.271
3974,172.131536088478,3.90221011337746,119.3559,120.2468,108.56,0.518452,0.759284,10.7275,0.0069754258739088,0.0734227,2.0085843179710134,
3978,187.421021321033,0.253430551913542,120.3883,120.3111,20.2286,8.84535E-9,1.36861,8.70196,0.005935756989254399,0.02306678,0.5698859738902667,8.82
4120,241.934134824334,42.2190079477754,121.1012,119.1826,46.5681,0.168701,1.51052,4.7201,0.007708212150777599,0.03111491,0.9884405963948357,8.899
4179,21.4538591613799,-0.356132069486098,119.9826,119.4586,16.5693,0.525389,0.649402,8.55927,0.008827415741759999,0.04834811,1.7235749719563722,9.295
4183,187.638752218299,1.47097015624137,120.0485,120.39,55.6313,0.392047,1.52632,17.4035,0.007717244817374401,0.03082216,0.9806214314972759,9.372
4200,133.137892730701,3.0447746866304,119.6178,120.2599,-89.5132,4.03105E-8,1.25157,11.9509,0.0053866620827712,0.02920344,0.6497640704215595,9.102
4246,36.0716518420219,0.107163111545905,119.633,120.9,42.855,0.377404,1.48895,8.81955,0.006149910192888,0.06775191,1.644893549773739,9.566
4368,160.877857268554,3.96286201511338,120.5372,120.5741,4.85875,0.126635,2.27776,8.70834,0.005970902125742399,0.05534755,1.32382992451577,9.704
4385,211.874732845904,0.969390124467769,120.2007,119.546,81.8756,0.306762,1.13621,11.9904,0.0048408739956192,0.1768676,2.987802897587135,
4499,154.024554224464,0.735943382988891,119.8953,119.2537,-18.0627,0.237099,0.890674,4.90543,0.008731306214399999,0.07929747,2.6975070357491346,9.645
4545,139.497701902459,1.9641606126477,120.032,120.1415,20.2343,2.53351E-7,1.01609,15.8693,0.0048327291204192,0.09349754,1.7314064910942644,9.542
4603,37.140122160459,0.436108809937581,119.9371,120.741,-23.5156,0.190656,1.47985,10.7154,0.0044356420197936,0.09879157,1.6692139924579332,
4662,180.162833286509,-0.494806648609194,118.9272,120.3813,76.3721,0.407691,1.69499,2.28297,0.012834694340159998,0.08187429,4.081612280628476,
4689,177.78665965082,0.359606600848207,118.7291,120.9995,13.8907,0.0,0.837768,7.62386,0.005971822496639999,0.128228,2.8204445511456284,10.052
4694,158.797860600553,3.13412466045973,120.6651,120.5119,-52.3213,0.39143,0.843719,9.47479,0.0073001783378832,0.06838294,1.9692710276338414,9.695
4706,19.1864541528237,0.405578587406102,119.8995,119.8947,-29.0706,0.168897,1.07665,5.06964,0.0074547762140544,0.0242692,0.7518545483011566,8.405
4720,333.540099289137,0.825729134287133,119.7441,120.0892,-10.4896,0.422608,1.16156,7.92401,0.009447077846976001,0.04273776,1.641773125149599,9.459
4746,172.617928073265,3.94960746247453,120.3362,119.9059,55.8612,0.48086,0.90622,6.23866,0.008878891353023999,0.08519772,2.9265845530567924,9.834
4747,205.906813414939,0.584810382008255,120.2199,120.0586,-35.0,0.338939,1.3033,4.30108,0.010600392175296,0.101362,4.080838509781961,10.063
4890,155.737637528412,5.17632440935647,121.3794,119.8279,66.0677,0.290613,1.84109,4.79783,0.0080469086410944,0.1834867,5.115225217788051,10.434
4913,180.385860663206,3.29543534333092,119.6875,119.969,-14.8283,0.174724,1.02653,45.0249,0.0053344371429888,0.04499733,0.9733190824725392,
4986,358.534448854677,0.241657749255465,119.7786,121.4059,-1.26307,0.469018,0.955111,4.5447,0.010013065224624,0.02670771,1.1079370536193496,8.513
5036,36.6174220068393,-0.929832335347232,120.4429,120.1663,29.5496,0.62248,1.04319,8.59547,0.009147916580880001,0.04119272,1.535332643493052,9.224
5141,26.3131697925118,0.373079014011436,120.4077,120.8557,-37.0765,0.257595,0.76643,5.66721,0.009790628682912,0.06933138,2.6747390232861616,9.622
5300,134.899945075319,3.53156982718864,120.304,120.255,-13.3458,1.59919E-8,0.865049,6.85429,0.0063824056554719994,0.1232445,2.91379324263215,9.981
5352,168.868016667858,0.117975705243833,119.829,119.644,-35.0,0.510845,0.760625,8.64062,0.009933571242672,0.02835528,1.164611298926217,8.857
5366,198.319787879177,1.59964107107539,119.6199,119.7544,-34.9992,0.134479,1.34248,3.12134,0.009949616646816001,0.09828539,3.727126494871222,9.843
5494,234.33910224445,41.8983160144891,120.8528,119.9676,11.0681,0.270095,1.29505,4.25354,0.010863227298000001,0.02370524,1.070937724926098,8.462
5547,338.48134510452,-0.206670705447163,120.2696,120.3552,-23.2737,0.4053,1.41492,5.65778,0.008255482605216,0.05018301,1.6694514679582777,9.542
5611,35.3940244007304,0.154346000553724,118.7301,120.5736,27.4082,1.18431E-7,1.24414,5.88706,0.006017596695264,0.1059992,2.4094327322032005,10.078
5691,183.652138270454,3.5063724956833,119.6822,119.7505,30.0208,0.22299,1.02909,18.4326,0.00399241420116,0.1063006,1.6025394179389252,
5721,195.030050056233,2.00877122732047,119.4172,120.2608,-35.0673,0.389858,1.06875,15.8726,0.0048428287656672,0.123597,2.2163418490693565,10.044
5784,134.764926026476,1.62823645550788,120.0863,121.5706,3.89944,0.518268,0.826144,15.063,0.011049744940079998,0.03361356,1.5263474821811005,8.976
5786,242.479705835863,43.1514405672822,121.2777,119.8214,64.1014,0.32513,1.27323,18.5454,0.0067120613343168,0.07174058,1.8921139956914033,9.882
5831,133.04567195604,2.9527277113355,119.6979,119.7363,107.685,0.383251,0.990353,9.54254,0.0066949978207728,0.02894979,0.8008086799298867,8.709
5832,156.525001585963,5.40389159014094,119.9988,121.2364,-10.9556,0.455542,0.70979,11.3284,0.010769805579456,0.04223227,1.8506931320807316,9.549
5833,349.629258244385,-0.813729347097414,120.0358,119.6585,38.4601,0.557086,0.76848,5.14861,0.011747272052208,0.02477103,1.208497215340771,8.806
5840,354.326639038433,-0.800552133587098,119.9456,120.0823,-13.6804,0.0735926,1.2289,16.2199,0.0036768573012864,0.130473,1.762482970030113,
6104,245.487382611158,42.7584999368037,119.2374,120.8209,9.37488,0.326997,0.719426,7.59113,0.007012900444704001,0.1485747,3.7512011939112644,10.153
6199,177.060561864119,0.605507980130751,119.1356,119.6384,-69.998,3.19386E-8,0.821783,4.62246,0.008187961589808,0.0306699,1.0354787421772345,8.732
6292,179.188815410639,0.966276619292056,120.244,120.4343,-59.2677,1.62338E-8,1.09147,19.4586,0.0061143822472656,0.06234867,1.5148020182967712,9.917
6311,136.499716694699,0.293777062807317,119.6113,120.2863,109.023,0.341105,1.31332,5.60887,0.00967081756872,0.02720192,1.0892082810662302,9.118
6359,204.869883890276,0.278719142696721,120.6519,121.2482,-35.0,0.44073,1.10828,5.42489,0.008528335924416,0.1596268,4.84206215131658,
6365,29.6201375780045,-0.977782300211926,120.3991,119.6863,-69.9076,0.0,0.936748,3.85583,0.008204984378976,0.06031728,1.9714721691638823,9.392
6368,198.351097502114,0.250817735353481,120.1337,120.0987,73.8605,0.4194,1.38583,3.29663,0.011399322983664,0.02636209,1.24553409455472,8.843
6398,170.692103876514,2.97132665828755,120.1947,120.0275,63.5727,0.411161,1.0019,5.55461,0.011006251306511998,0.05039179,2.2344339526972457,9.569
6412,212.136699451874,-0.23352993738906,119.3522,119.5588,72.9869,0.323029,1.58511,6.99668,0.008601314006208,0.09566075,3.1451911859375996,10.19
6432,189.432968641708,1.2994061446501,119.8338,120.0678,32.489,0.167494,0.907293,17.6577,0.0039845299619663994,0.1979278,2.6896955613555407,10.254
6437,20.4374115803711,0.963618165030302,120.5383,119.6733,85.0245,0.423949,1.16541,7.86668,0.008829940653072,0.07166036,2.4865856205999632,9.87
6478,25.7499486879741,-0.295706720126312,121.0502,120.1549,110.359,0.182189,1.12184,6.76845,0.0068943762207935985,0.08182664,2.1913580781326965,9.722
6484,139.053130243836,3.87881200162591,119.7401,119.379,-32.829,1.74758E-8,0.984985,5.10615,0.009397149762,0.08858451,3.207785048555424,10.145
6519,200.54980860969,1.50954315734289,120.398,119.402,45.6283,0.347807,0.808888,28.7221,0.0046580134025040005,0.1840041,2.9676322504960035,
6542,218.40218558158,2.79317856898528,120.263,120.5977,-35.0,0.289585,1.39753,3.18198,0.010990205902368,0.09279238,3.910855502567088,9.829
6615,158.069315027481,-0.464530409422847,119.3343,120.5141,85.9648,0.356703,1.15284,5.35022,0.009724003603776,0.03112193,1.247201037902772,8.844
6622,249.630594268889,43.2252245183109,120.7763,119.7306,72.8017,0.278742,1.21043,11.1435,0.008513919495312,0.03146797,1.1036952987074573,9.239
6629,187.634387671757,3.45180687940349,119.6054,119.5104,47.0011,0.476674,1.02817,6.55886,0.009045046807104001,0.08029392,2.826342527947291,9.608
6675,150.639735519715,-0.909309629551774,119.3792,119.1749,-17.8233,0.278008,1.00874,10.627,0.007897865569809601,0.04725183,1.5090927526205737,9.236
6759,147.085540559201,2.89842233523106,120.1028,120.4163,105.111,0.391024,1.14344,9.08285,0.011622736910399998,0.03008824,1.4429578718806346,9.165
6823,218.203942182265,0.14701931217473,120.1999,120.2322,88.1367,5.99605E-9,1.03224,13.095,0.0042308228431391995,0.05489514,0.930839634622453,9.171
7020,240.270305422805,43.1664145113733,119.7815,121.5701,-13.6638,0.410473,0.927065,5.39906,0.009180658979183999,0.07202538,2.5974280626999127,9.729
7107,218.023291886473,2.02515368980422,119.6691,121.0616,-4.0513,0.399314,0.941349,12.9802,0.0061765602245424005,0.1117217,2.5895747411431387,10.357
7186,195.95993234365,-0.136252584335401,119.8557,120.4478,-58.7329,0.3227,1.22482,6.01862,0.008156359474032,0.06710283,2.1623132203363227,9.568
7250,142.529437359298,2.39195440590394,120.1708,119.9674,-50.9787,0.279644,0.965124,6.38817,0.0079693205599392,0.05786753,1.8421442443575877,9.397
7345,5.11802706653521,0.246131486817429,119.352,121.974,19.2076,0.564538,0.656759,6.8646,0.010618229451984,0.1056584,4.239524054418985,9.999
7365,234.637268730375,44.8504890616825,121.4649,119.6251,2.96207,0.27873,1.1592,13.9593,0.0051564471852432,0.03724693,0.7860897346791633,9.219
7372,173.125155177393,-1.38150069491952,119.524,120.4781,84.0093,0.465186,1.30637,6.82763,0.01104811596504,0.0478336,2.1355286574176673,9.407
7379,147.337466197922,1.71755079709244,120.2357,119.5899,21.1932,0.111917,0.896289,24.502,0.0036825342793007994,0.1748917,2.25228219661739,9.853
7457,215.743030347891,42.4924098038556,119.8458,121.5112,29.2393,0.247579,0.769207,6.8463,0.010771516003248,0.08622981,3.5890545005528867,10.343
7513,169.532864791011,0.545520687278932,119.6696,120.4201,36.8023,0.0148891,1.09915,3.00366,0.0089328918756,0.1686968,5.305778756629321,10.39
7559,148.347484430356,2.01142795319331,120.0651,120.7457,43.7297,0.317905,0.568327,7.21627,0.008167599401808,0.09919918,3.084911507633354,
7565,203.151012221973,-0.389460675420095,119.7479,120.4285,58.6252,2.58321E-8,1.27675,6.87743,0.00816483014424,0.03424437,1.1481913973607947,
7621,192.432054548101,2.44920256657394,118.9136,120.2183,32.8958,0.12005,1.67447,8.80171,0.0047730516198288,0.09689578,1.7654286694046357,9.945
7645,235.124024239007,42.5861666163424,118.7914,120.473,27.5348,0.431288,1.70002,10.1471,0.0080216350933488,0.05492509,1.7657738141726862,9.749
7784,218.440266097564,43.2201386423714,120.4788,119.4674,-69.1258,4.27214E-8,0.962957,7.87533,0.006843992022806401,0.07097928,1.91051034932718,9.588
7839,185.007331052018,1.17987416772237,120.0136,120.3019,4.68503,0.204237,1.08356,6.03437,0.010292027200224001,0.1083982,4.2025261455619285,10.22
7883,9.57551393661614,0.144202564817688,119.7883,119.9478,-1.38672,0.0482,1.21106,8.444,0.0059528775169247995,0.04165298,1.0096622839363276,9.151
7890,190.449567182842,1.83045012777744,119.1415,121.2979,29.1776,0.557471,0.90155,6.90588,0.00898216837056,0.07816432,2.7387956791949266,9.769
7979,247.583689632247,42.3109880323175,118.4511,120.2011,13.6696,0.336755,1.08269,5.43758,0.008602291391232,0.07096393,2.4008655251733444,
8003,223.532109890926,0.926173421077007,119.6406,120.0525,-40.4882,0.383079,1.36784,5.647,0.008365112625408,0.08136601,2.6453329945994297,9.68
8011,210.508516234989,0.993193074331982,119.4415,121.4119,-19.6862,0.524103,0.930941,10.7721,0.011328055325664001,0.02399988,1.1302101804842009,9.12
8071,194.746533653794,-1.3082358460966,120.2489,120.1524,36.6902,0.458458,1.07839,3.32795,0.011470509192912001,0.08847001,3.911000063030946,9.707
8098,2.01535501291499,-1.07250232618161,119.6651,120.979,34.5454,0.408021,1.19106,3.05429,0.01177993300176,0.03169045,1.53748431288462,8.753
8101,333.423442047734,0.530154346880434,120.0521,119.2906,-26.5787,0.456657,0.910206,9.42147,0.008281464757104,0.05766452,1.9080129951283245,9.608
8139,134.869554110803,2.06156784960047,119.6242,120.6452,30.4479,0.161086,1.15271,7.02224,0.008282360693376,0.05715422,1.8924091804032435,9.519
8143,170.998390868158,-1.51847634546358,119.6419,119.7591,-59.8388,0.0,1.25778,4.24774,0.006941974871462401,0.1206283,3.1114435640428466,9.877
8319,193.059681425392,0.866229835799456,119.3216,120.6295,-76.3757,0.0408016,1.05244,18.2152,0.0035571439255968,0.1264545,1.6601212774048801,
8322,161.127174202213,4.99196066786021,119.1381,119.373,-4.32002,0.26965,1.48397,2.88588,0.011386454080848001,0.06916042,3.1036589960661662,9.52
8562,6.99789321592042,-1.05565183269808,119.8943,120.2752,50.8743,0.126553,1.05888,8.99289,0.005402454995783999,0.06884841,1.4664652475130706,9.538
8660,161.478244311513,1.06827527952586,120.6024,120.7502,-27.616,0.46443,1.7495,7.88186,0.01227473417016,0.02619867,1.3331409513905805,-99.0
8715,190.999986032702,3.306473235038,120.431,121.3029,-77.9975,0.36925,0.754938,7.22955,0.009720012614928,0.1011841,3.736140400189567,10.14
8727,249.679227102038,42.0700753228256,121.2392,119.4094,62.2618,0.22406,1.57124,14.0127,0.007445515490951999,0.02922468,0.8987430356168827,9.175
8732,147.994473846591,0.984688374967335,119.4869,119.8381,-66.8027,6.7001E-9,0.977946,8.61037,0.005695181810472,0.0466621,1.0753968279107147,9.277
8782,180.377191979995,-1.43611318521863,119.2326,120.4631,54.7761,4.21691E-7,2.03568,11.8672,0.0052263709388352,0.03538197,0.7584166007455897,9.065
